# Snippets Elixir rejects that ElixirSnippetErrorReportingTestCase expects the plugin not to report as an error:
#
#     <snippet hash>	<Elixir versions, comma-separated>	<the snippet, for reading>
#
# Each listed test must fail on every version listed, and must exist there. In the snippet, \n is a newline and \u{...}
# a code point.
2ef285af398f15b9	1.13.4,1.14.5,1.15.8,1.16.3,1.17.3	:foo."\u{E1A}\u{E39}\u{E21}\u{E40}\u{E21}\u{E2D}\u{E41}\u{E23}\u{E07}"()
2f2af6ed910f525e	1.11.4	:..//
3374a2a02b4f26f6	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	Ola?
38eb2c0f6a53ed38	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5	&or\\n/2
3e0743c890cc03f9	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo:+
4805c49ca080cee3	1.11.4,1.12.3,1.13.4	require(.., bar)
48b7d92081aa6d2f	1.19.5,1.20.4	\u{5E7B}\u{3112}\u{3127}\u{3124} = 1
4a42faa6694e2780	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	fn 1 end
4c8d2b64713e3453	1.18.4,1.19.5,1.20.4	a.'\u{D800}'
4f461eb05811ac0b	1.11.4	<<if true do\n    "hello"\n  end::binary>>\n
50636660b4e30f3c	1.11.4,1.12.3,1.13.4	assert [.., :ok]
5251c3c68010bca3	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	Ol\u{E1}
58a344074a60b0b3	1.11.4,1.12.3,1.13.4	c\u{327}\\1
59eb6ea47fb30dbe	1.11.4,1.12.3,1.13.4	.. = right
5bb2c4033861afd3	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5	&..//\\n/3
5cdd6e6363caf704	1.20.4	"this is a \u{2028}"
5e755ae289794feb	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	[\u{422}\u{30B7}\u{30E3}\u{30C4}: 1]
5ec1f7e700f37c3d	1.11.4,1.12.3,1.13.4	..
60c1d7ca6f6c841d	1.20.4	"this is a \\u{2028}"
66f85c0c2f5c1394	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5	&+\\n/2
6b52799bb5a3523c	1.11.4,1.12.3,1.13.4	not ..
6b5347d5972ba854	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	{foo bar 1, 2}
748c65f05e79f548	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	:foo.Bar
78878ccaa11cd0f4	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3	%{{:a, :b}}
7d11ebb29c3677b4	1.11.4,1.12.3	-(2 ** 2)
7e333510da0c1bd5	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	__aliases__
7f553f8c79d87b2c	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	http_c\u{435}\u{440}\u{432}\u{435}\u{440} = 1
80120de6c7dd4699	1.14.5,1.15.8,1.16.3,1.17.3	http_\u{441}\u{435}\u{440}\u{432}\u{435}\u{440} = 1
805ae90c424e93c1	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	Ola!
80d239d886d279d6	1.11.4,1.12.3,1.13.4	require (..), bar
81e81b3525f035f8	1.11.4,1.12.3,1.13.4	defmacro (..) do\n  :ok\nend
838f8cc4c5647649	1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo..(bar//bat)
851e00c785d7aa71	1.18.4,1.19.5,1.20.4	a.'\xg'
85791191bc4f9d2d	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	_shib\u{3164} = 1
8c264a7354e35f49	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	v@r
8c289bb14c453cf2	1.11.4	f +: :ok
8d11884b7bdeb302	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	\u{3164} = 1
8f1743620b665e5c	1.11.4,1.12.3,1.13.4	left = ..
90cf54c6ca168412	1.11.4,1.12.3,1.13.4,1.14.5	~MAT()
973dae1df50e13bd	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	{foo 1, 2}
9786bbcf7afaac84	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	% {1, 2, 3}
978f2da29a06bce8	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5	&/\\n/2
97df619f6b5257d4	1.12.3,1.13.4	assert (..) == 0..-1//1
9b3feb03ea41989f	1.11.4,1.12.3,1.13.4	require foo, (..)
a444808c767e42d4	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	[foo bar 1, 2]
a6b2af313a5ff0c4	1.11.4,1.12.3,1.13.4	require(foo, ..)
a765a8beaa9d561d	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo:bar
ab722bc4b9f52cc1	1.11.4,1.12.3,1.13.4,1.14.5	~UNKNOWN'abc'
ae2c80ed53d77af0	1.11.4,1.12.3,1.13.4,1.14.5	~MAT{1,2,3}
ae8f6069a6af22e8	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	[\u{430}dmin: 1]
b00bdd7d4566ad22	1.11.4,1.12.3,1.13.4	Range.range? (..)
b17930fb6614fedd	1.11.4,1.12.3	[.: :.]
b6020daa0c314f5c	1.11.4,1.12.3	def -(2 ** 2)
bfe35bd76a97ac1e	1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo..bar baz//bat
c458dab36578f58d	1.19.5,1.20.4	\u{5E7B}\u{3112}\u{3127}\u{3124}1 = 1
c67b5db42cf70f74	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	1var
cb33fd170832030e	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo 1, 2 + bar 3, 4
cdb2d34cbcb07bcb	1.11.4,1.12.3,1.13.4	Range.range?(..)
ce492319a7865087	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	quote do: \u{430}dmin(1)
cea0cb99b1e75b2a	1.11.4,1.12.3,1.13.4	c\u{327}\n
d74a8619f7748d33	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3	%{:a}
d76b5ed5d35bb5f2	1.14.5,1.15.8,1.16.3,1.17.3	\u{441}\u{435}\u{440}\u{432}\u{435}\u{440}_http = 1
d78f4a6fccb04917	1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foO\u{1D6B3}
d8f64feb3558c32b	1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	# This is a \u{202A}
d9b08f8fc3a9faea	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	"\u{FFFFFF}"
dfb72b5d6af40034	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	Foo!
dfba61893b0349e4	1.18.4,1.19.5,1.20.4	a.'\ug'
e6bcdab8b218719f	1.11.4,1.12.3,1.13.4	require(..)
eb6a491e2c7bb5af	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo@bar
edfb7a3f82715d64	1.11.4,1.12.3,1.13.4,1.14.5	~UNKNOWN'foo bar'
f23beb59c556785e	1.19.5,1.20.4	:foo\u{1DC}
f2ed1f946f565e1c	1.11.4	f +:\n:ok
f4c1760c9ac495a4	1.12.3,1.13.4	assert 0..-1//1 == (..)
f8a65634f05d8a79	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3	%{+foo, bar => bat, ...baz}
f8ddc973d8ab47b1	1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	foo++bar//bat
fa8e0062d050df22	1.11.4,1.12.3,1.13.4	c\u{327} = 1; \u{E7}
fb96a0d0713f7880	1.11.4,1.12.3,1.13.4,1.14.5,1.15.8,1.16.3,1.17.3,1.18.4,1.19.5,1.20.4	Foo?
fd62b019137ddb8a	1.11.4,1.12.3	def (-(2 ** 2))
